,title,lyrics,text_author,composer,artist,nr
280,Opadły mgły wstaje nowy dzień,opaść mgły miasto sn budzić góra czmychać noc cichy czekać powrócić gwiazda blisko krok pies włóczyć popod mur bezdomny nieść tęsknota czyjś świat cztery strona ziemia toczyć toczyć garbić uroczyć toczyć toczyć los płakać ażeby śmiać móc odpędzić czarny myślić łza niech przepaść mgła nowy dzień wstawać nowy dzień wstawać nowy dzień wstawać nowy dzień duszny sn miasto wynurzać słońce wschodzić tramwaj przystanek zakwitnąć róża uchodzić cień brama ciągnąć wózek dwukółka mleczarz dacha snuć zen podlotek pełny marzyć ziemia toczyć toczyć garbić uroczyć toczyć toczyć los płakać ażeby śmiać móc odpędzić czarny myślić porzucić błędny wzrok niech zabrać noc nowy dzień wstawać nowy dzień wstawać nowy dzień wstawać nowy dzień,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,387
281,Opadły mgły - wstaje nowy dzień,opaść mgły miasto sn budzić góra czmychać noc cichy czekać powrócić gwiazda blisko krok pies włóczyć mur bezdomny nieść tęsknota czyjś świat cztery strona ziemia toczyć toczyć garbić uroczyć toczyć toczyć los ziemia toczyć toczyć garbić uroczyć toczyć toczyć los płakać ażeby śmiać móc odpędzić czarny myślić łza niech przepaść mgła nowy dzień wstawać nowy dzień wstawać nowy dzień nowy dzień wstawać nowy dzień wstawać nowy dzień wstawać nowy dzień duszny sn miasto wynurzać słońce wschodzić tramwaj przystanek zakwitnąć róża uchodzić cień brama ciągnąć wózek dwukółka mleczarz dacha snuć zen podlotek pełny marzyć ziemia toczyć toczyć garbić uroczyć toczyć toczyć los ziemia toczyć toczyć garbić uroczyć toczyć toczyć los płakać ażeby śmiać móc odpędzić czarny myślić porzucić błędny wzrok niech zabrać noc nowy dzień wstawać nowy dzień wstawać nowy dzień wstawać nowy dzień nowy dzień wstawać nowy dzień wstawać nowy dzień,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1093
282,Żegluj,żeglować żeglować nowy szkocja żeglować żeglować wstawać nowy dzień głos nowy szkocja przynosić wiatr zapowiedzieć nowy dzień wół ryk fala znaleźć nowy świat dumny brzeg witać majestat groźny skała dzień świt przywitać coraz lkki stań własny dom stań żeglować żeglować nowy szkocja atlantyk bić fala stromy brzeg wściekleł ryczeć pośród skała góra dziki ptak słychać śpiew głos płynąć wiatr dal bujny trawa kołysać łan strumyk cichy szept mej pamięć trwać niedługi powiedzieć niedługi powiedzieć żeglować żeglować nowy szkocja żeglować żeglować nowy szkocja,,,Szanty,22
283,Żegluj,żeglować żeglować nowy szkocja żeglować żeglować wstawać nowy dzień głos nowy szkocja przynosić wiatr zapowiedź nowy dzień wół ryk fala znaleźć nowy świat dumny brzeg witać majestat groźny skała dzień świt przywitać coraz lkki stań własny dom stań żeglować żeglować nowy szkocja żeglować żeglować wstawać nowy dzień atlantyk bić fala stromy brzeg wściekleł ryczeć pośród skała góra dziki ptak słychać śpiew głos płynąć wiatr dal bujny trawa kołysać łan strumyk cichy śpiew maj pamięć trwać niedługi powiedzieć niedługi powiedzieć żeglować żeglować nowy szkocja żeglować żeglować wstawać nowy dzień,"S.Klupś, H.Czekała, D.Gaweł",trad.,Mechanicy Shanty,1337
284,Nocna piosenka o mieście,miesić ryba tramwaj miasto studnia dno niebo żuraw niebo żuraw schylać noc świt powstawać rybny studnia dno zaułek lipiec sparzyć wyciszyć zmrok zasiedlić ławka zasiedlić ławka ludzie twarz dzień umęczyć lipiec kłaść zmrok lipiec kłaść zmrok spać spotkać chcieć miesić tę ciszyć gęsty noc rozmawiać kroki kroki oto iść noc przeciwić wokół cisza noc czekać neon przytłumić rozmyć latarnia dzień odnaleźć cień odnaleźć cień człowiek ulica zatłumić czekać przyjść dzień czekać przyjść dzień miesić ryba tramwaj miasto studnia dno niebo żuraw niebo żuraw schylać noc świt powstawać rybny studnia dno miesić ryba tramwaj miasto studnia dno niebo żuraw niebo żuraw schylać noc świt powstawać rybny studnia dno,Wojciech Bellon,Wojciech Bellon,Wolna Grupa Bukowina,410
285,Nocna piosenka o mieście,miesić ryba tramwaj miasto studnia dno niebo żuraw niebo żuraw schylać noc świt powstawać rybny studnia dno zaułek lipiec sparzyć wyciszyć zmrok zasiedlić ławka zasiedlić ławka ludzie twarz dzień umęczyć lipiec kłaść zmrok spać spotkać chcieć miesić tę ciszyć gęsty noc rozmawiać kroki kroki oto iść miasto przeciwić choć wokół cisza noc czekać neon przytłumić rozmyć latarnia dzień odnaleźć cień odnaleźć cień człowiek ulica zatłumić czekać przyjść dzień czekać przyjść dzień,W. Belon,W. Belon,Wolna Grupa Bukowina,1399
286,Chyba już czas,zawinąć kłębek drogi liczyć czas zamienić wielki słońce dzień powolić gasnąć chybać czas wracać dom słońce chylić wierzbina liść chybać czas wracać dom ciszyć powrót iść iść zielony mokry ziemia głośnieć śpiewać wiatr krótki droga wybrać wróżyć liść karty chybać czas światły dzień pobłądzić drzewo ścieżka okryty zmrok wyraz chybać czas,Adam Drąg,Adam Drąg,Adam Drąg,1360
287,Chyba już czas wracać do domu,zawinąć kłębek drogi liczyć czas zamienić wielki słońce dzień powolić gasnąć chybać czas wracać dom słońce chylić wierzbina liść chybać czas wracać dom ciszyć powrót iść iść zielony mokry ziemia głośnieć śpiewać wiatr krótki droga wybrać wróżyć liść karty chybać czas wracać dom słońce chylić wierzbina liść chybać czas wracać dom ciszyć powrót iść iść światły dzień pobłądzić drzewo ścieżka okryty mrok wyraz chybać czas wracać dom słońce chylić wierzbina liść chybać czas wracać dom ciszyć powrót iść iść,Adam Drąg,Adam Drąg,Adam Drąg,66
288,Spóźnione nadzieje,pamiętać rozstanie smutny jesienny deszcz oko szeptać pożegnanie słowo kochać gardło uwierać grudka żalić wcisnąć złośliwy duch ucho słyszalny oddalić jazzowy bzyk spóźniony mucha lidwa słyszalny obwieścić deszcz szemrać struga pociąg stacja spóźniony nadzieja wjechać peron drugi zaklęcie milknąć burza walizka pudło mokry deszcz spocić dłoń wyblaknąć róża napiąć nerwy przenosić dreszcz zmoknąć włos szary wstążka trudny słowo radość czary dobry wróżka zwrócić pierwszy miłość zapamiętać żółtawy świetło reflektor połykać wagon wnętrze prosić odsunąć tor,Arkadiusz Kobus,Robert Leonhard,Małżeństwo z Rozsądku,470
289,U źródeł tęsknot,pamiętać rozstanie smutny jesienny deszcz oko szeptać pożegnanie słowo kochać gardło uwierać grudka żalić wcisnąć złośliwy duch ucho słyszalny oddalić jazzowy bzyk spóźniony mucha lidwa słyszalny obwieścić deszcz szemrać struga pociąg stacja spóźniony nadzieja wjechać peron drugi zaklęcie milknąć burza walizka pudło mokry deszcz spocić dłoń wyblaknąć róża napiąć nerwy przenosić dreszcz zmoknąć włos szary wstążka trudny słowo radość czary dobry wróżka zwrócić pierwszy miłość zapamiętać żółtawy świetło reflektor połykać wagon wnętrze prosić odsunąć tor,Arkadiusz Kobus,Robert Leonhard,Małżeństwo z Rozsądku,96
290,Wiesiek idzie,raz staruszka błądzić lis ujrzeć lisek przywiędnąć blady pomyśleć iść wiesieka wiesieka iść rada podreptać nora ścieżka powiedzieć stanąć chata żona lisica agnieszka wiesieka iść rada ć lisica zmartwić szczerza zamachać łapki oba matka boski ostrożny jerzy wiesieka iść rada zjawić jutro pojutrze tydzień niezło przetrzepać futro rada wiesieka wiesieka iść sierpień pogoda prześliczny tętnić żyto zagajnik oć lisy nikt chybać myśleć nadejść wieśki kłusownik cóż żyła najdłużeć łeb karko parada wiedzieć prędzy późn wiesieka przyjść rada,Andrzej Andrus,Aleksander Grotowski,Aleksander Grotowski; Małgorzata Zwierzchowska,204
291,Wiesiek idzie,raz staruszka błądzić lis ujrzeć lisek przywiędnąć blady pomyśleć iść wiesieka wiesieka iść rada podreptać nora ścieżka oznajmić stanąć chata żona lisica agnieszka wiesieka iść rada ć lisica zmartwić szczerza machnąć łapki oba matka boski ostrożny jerzy wiesieka iść rada przybyć jutro pojutrze tydzień niezło przetrzepać futro rada wiesieka wiesieka iść sierpień pogoda prześliczny tętnić żyto zagajnik oć lisy nikt chybać myśleć nadejść wieśki kłusownik cóż żyła długi łeb karko parada wiedzieć prędzy późn wiesieka przyjść rada,A. Andrus,A. Grotowski,Artur Andrus,865
292,Jesień idzie,raz staruszka spacerować lis ujrzeć listek przywiędnąć blady pomyśleć iść jesień jesień iść rada podreptać chata dróżka oznajmić stanąć chata żona staruszka jesień iść rada staruszka zmartwić szczerza zamachać ręka oba musieć zacząć chodzić pulower jesień iść rada zrobić chłodny jutro pojutrze tydzień wyjąć kufer futro rada jesień jesień iść sierpień pogoda prześliczny złoto trwały zielony ć staruszkowie nikt chybać myśleć nastąpić jesień cóż żyć najdłużeć mielić staruszkowy zasada wiedzieć prędzy późn jesień przyjść rada,Andrzej Waligórski,Aleksander Grotowski,Aleksander Grotowski; Małgorzata Zwierzchowska,221
293,Jesień idzie,raz staruszka spacerować lis ujrzeć listek przywiędnąć blady pomyśleć iść jesień jesień iść rada podreptać dom dróżka powiedzieć stanąć chata żona staruszka jesień iść rada ć staruszka zmartwić szczerza zamachać ręka oba musieć zacząć chodzić pulower jesień iść rada zrobić chłodny jutro pojutrze tydzień wyjąć kufer futro rada jesień jesień iść sierpień pogoda prześliczny złoto stały zielony ć staruszkowie nikt chybać myśleć nastąpić jesień cóż żyć najdłużeć mielić staruszkowy zasada wiedzieć prędzy późn jesień przyjść rada,Andrzej Waligórski,Olek Grotowski,Olek Grotowski,881
294,Jasnej,piękny oko rozgwieżdżać noc piękny włos rozjaśniać myślić me ciemny piękny oddychanie rozświetlać powietrze myślić wiatr rozwiewać wietr oddech światło powietrze piękny pierś ogrzewać ręka piękny ciało wspólny pot pachnieć piękny bić powietrzny jasny,W. Szymański,W. Szymański,Dom o Zielonych Progach,849
295,Jasnej,piękny oko rozgwieżdżać noc piękny włos rozjaśniać myślić me ciemny piękny oddychanie rozświetlać powietrze myślić wiatr rozwiewać wietr powietrze światło powietrze piękny pierś ogrzewać ręka piękny ciało wspólny pot pachnieć błęeć błękitny błękitny powietrzny jasny,Wojciech Belon,,Wolna Grupa Bukowina,1445
296,Chory na wyobraźnię,dawny miesić drwić pośmiewisko człowiek dzień ot wariat chory wyobraźnia wiyć droga spóźniony przechodzień iść pytać bliski brat leczyć brać tekturowy walizka wychodzić obraza naprzeciwić mówić iść bezmiar błękit światłocień cyprys droga feeria barwy ranka rozkwitać choć wiedzieć cel dojść malować świat milknąć zaklęty kurczyć skrawek płótno ramy pieścić pierś kobieta siedmiobarwny tęczyć kreska plama skończyć wpatrywać ciszyć natchnienie nasycić dusza dać marszand wykpić piła noc brzask wyruszyć mówić dawny miesić drwić pośmiewisko człowiek dzień ot wariat chory wyobraźnia wiyć droga spóźniony przechodzień iść pytać bliski brat leczyć brać tekturowy walizka wychodzić obraza naprzeciwić mówić,Mariusz Zadura,Mariusz Zadura,Mariusz Zadura,89
297,Chory na wyobraźnię,dawny miesić drwić pośmiewisko człowiek dzień ot wariat chory wyobraźnia wiyć droga spóźniony przechodzień iść pytać bliski brat leczyć brać tekturowy walizka wychodzić obraza naprzeciwić mówić iść bezmiar błękit światłocień cyprys droga feeria barwy ranka rozkwitać choć wiedzieć cel dojść malować świat milknąć zaklęty kurczyć skrawek płótno ramy pieścić pierś kobieta siedmiobarwny tęczyć kreska plama skończyć wpatrywać ciszyć natchnienie nasycić dusza dać marszand wykpić piła noc brzask wyruszyć mówić,Mariusz Zadura,Mariusz Zadura,Mariusz Zadura,1126
298,Śmiech,śmiesznia umierać żyć bybyć chcieć nosić oliviera brown zabawnia chcieć móc chcieć móc romulus jutro remulus jutro trupić wódz chcieć lecieć widnokrąg miasto śnić żyć chcieć pionkia korowód zły dzień śmiesznia wstawać rany spać bybyć chcieć twarzyczka zapłakany wychodzić raut zabawnia myśleć braknąć słowo prosty pełny senior wyskoczyć roześmiany nów chcieć słońce musieć moknąć myślić grać umierać pinokia noc trwać,Krzysztof Sieniawski,Przemysław Gintrowski,Jacek Kaczmarski,430
299,Śmiech,śmiesznia umierać żyć bybyć chcieć nosić oliviera brown nosić oliviera brown zabawnia chcieć móc chcieć móc romulus jutro remus jutro trupić wódz romulus jutro remus jutro trupić wódz chcieć lecieć widnokrąg miasto śnić żyć chcieć pinokia korowód zły dzień żyć chcieć pinokia korowód zły dzień śmiesznia wstawać rany spać bybyć chcieć twarzyczka zapłakany wychodzić raut twarzyczka zapłakany wychodzić raut zabawnia myśleć braknąć słowo prosty pełny senior wyskoczyć roześmiany nów prosty pełny senior wyskoczyć roześmiany nów chcieć słońce musieć moknąć myślić grać umierać pinokia noc trwać umierać pinokia noc trwać umierać pinokia noc trwać,K.M.Sieniawski,P. Gintrowski,Jacek Kaczmarski,696
300,Pogodne popołudnie kapitana Białej Floty,transatlantyk ocean krążownik rejs ćwiczebny kapitana kapitana potrzebny gdański mewa wiatr gotyk słońce świecić złoty smuga kapitana biały flota iść ulica długi iść marynarski faja oko szelmowski błysk przekupka kochać podziwiać turystka transatlantyk ocean odskoczyć drzwi tawerna szmer uznanie przebiec salon wdzięk niezmierny szyk cholerny rękaw złoty galon duży piwko panna hel jutro rejs wyjść przywieźć hela hel bursztyn węgorz transatlantyk ocean piwo piano bałtyka piano gdańsko okno kolorowy pańskie zdrowie kapitania starzey wilk zatokowy gdański mewa wiatr gotyk neptun siusiać studnia kapitana biały flota wolny popołudnie transatlantyk ocean,Andrzej Waligórski,Olek Grotowski,Olek Grotowski,880
301,Gdańsk,gdański mewa wiatr gotyk słońce świecić złoty smuga kapitana biały flota iść ulica długi iść marynarski faja oko szelmowski błysk przekupka kochać podziwiać turystka transatlantyk ocean krążownik rejs ćwiczebny kapitana kapitana potrzebny podskoczyć drzwi tawerna szmer uznanie przebiec salon wdzięk niezmierny szyk cholerny rękaw złoty galon duży piwko panna hel jutro rejs wyjść mór przywieźć hela hel bursztyn węgorz transatlantyk ocean krążownik rejs ćwiczebny kapitana kapitana potrzebny piwo piano bałtyka piano gdańsko okno kolorowy pańskie zdrowie kapitania starzey wilk zatokowy gdański mewa wiatr gotyk neptun siusiać studnia kapitana biały flota wolny popołudnie transatlantyk ocean krążownik rejs ćwiczebny kapitana kapitana potrzebny,,,,292
